,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
307,P075058,South Asia,PE,Specific Investment Loan,N,Closed,India: Tamil Nadu Health Systems Project,"110,830,000",Government of India,Tamil Nadu Health Systems Project,82602,639291,2004-12-16T00:00:00Z,9/15/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P075058,"110,830,000",0,"131,590,000",Closed,L,Y,SIL,"{'cdata!': 'The Tamil Nadu Health Systems Project aims  to significantly improve the effectiveness o f the health system, both public and private through: (1) increased access to and utilization o f health services, particularly by poor, disadvantaged and tribal groups; (2) development and pilot testing o f effective interventions to address key health challenges, specifically non- communicable diseases; (3) improved health outcomes, access and quality o f service delivery through strengthened oversight o f the public sector health systems and greater engagement o f non- governmental sector); and (4) increased effectiveness of public sector hospital services, primarily at district and sub-district levels.  Each of the four components is comprised of several sub-components: Component 1 reduces maternal and neonatal mortality, improves tribal health, and helps the poor and disadvantaged use hospitals. Component 2 focuses on health promotion, implements clinic-based NCD control pilots, and traffic injury prevention and treatment. Component 3 improves monitoring and evaluation, quality of care, strengthens health care waste management, and builds capacity for strategy development and implementation. Component 4 improves secondary care facilities, equipment, human resources planning and development, and enhances management of public facilities.'}"
308,P084792,South Asia,PE,Specific Investment Loan,N,Closed,Assam Agricultural Competitiveness Project,"154,000,000",,Assam Rural Infrastructure and Agricultural  Services (ARIAS) Society,82602,639291,2004-12-14T00:00:00Z,3/15/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P084792,"154,000,000",0,"214,330,000",Closed,L,Y,SIL,"{'cdata!': ""The objective of the Assam Agricultural Competitiveness Project is to increase the productivity, and market access of targeted farmers and community groups. Key indicators of success would be increased yields of crops, fish and livestock products - complemented by an increase in the proportion of marketed surplus. Although the over-riding objective is to stimulate growth of Assam's agricultural economy, project activities would be predominantly pro-poor, directed primarily at small and marginal landholders, poor fishing communities, and the landless. Project activities will be grouped into three components: 1) Investment Grant Scheme: to address the constraint of lack of capital in farm, and rural communities, for productivity enhancing investments - focusing on private minor irrigation, farm mechanization, and fish production in pond tanks and beels; 2) Agricultural Services and Market Chain Development: to address the constraints of inadequate market-linked technology transfer; limited basic producer organizations with links to markets; and, low productivity livestock resources - focusing on extension system reforms, upgrading programs for livestock and fish, improved marketing services, and formation of milk cooperatives, and, pilots in forestry and sericulture; and, 3) Infrastructure Development: to address the constraint of a poor rural road network, and inadequate market infrastructure - focusing on upgrading rural roads and market-yards, including the replacement of timber bridges.""}"
309,P086518,South Asia,PE,Financial Intermediary Loan,N,Closed,SME Financing & Development,"120,000,000",,,82602,639291,2004-11-30T00:00:00Z,6/30/2013 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P086518,0,"120,000,000","173,400,000",Closed,L,Y,FIL,"{'cdata!': ""The objective of the Small and Medium Enterprise (SME) Financing and Development Project is to improve SME access to finance (including term finance), and business development services, thereby fostering SME growth, competitiveness, and employment creation, key to achieving economic growth and poverty reduction. The project has three main components: 1. Credit Facility (CF) - financed through the Bank's US$lOO million, counterpart funds of US$lO.O million - which will address term financing constraints faced by banks in their SME lending, and hence, enable SMEs to access longer term funds needed for capital formation, and technological up-grading. 2. Risk Sharing Facility (RSF) - financed through the Bank's US$20 million, donor/SECO - State Secretariat for Economic affairs, Government of Switzerland - funds approximately US$5.0 million - designed to accelerate commercial bank financing to SMEs, through the establishment of a commercially viable, self-sustaining Risk Sharing Guarantee Company (RSGC) that will provide partial credit risk cover to banks for their SME lending portfolios. 3. Policy and Institutional Development Technical Assistance (TA) program - financed through DFID - Department for International Development, UK - US$37 million equivalent, and counterpart funding of US$1.4 million - designed to address the longer term developmental challenges of policy, regulatory, and institutional reforms, and as well, capacity building of small Industries Development Bank of India (SIDBI), and commercial banks, to support efficient SME financing and business development services.""}"
310,P081882,South Asia,PE,Structural Adjustment Loan,N,Closed,Orissa Socio-Economic Development Loan/Credit,"125,000,000",,,82602,639293,2004-11-02T00:00:00Z,7/31/2005 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P081882,"40,000,000","85,000,000","125,000,000",Closed,L,Y,SAL,"{'cdata!': ""The proposed Orissa Socio-Economic Development Load Project, is the first in a series over the next five years, to support the medium-term program for socio-economic development of Orissa, the poorest and perhaps most fiscally stressed of India's major states, located on the east coast. The project, consistent with the Country Assistance Strategy (CAS) objectives, aims to stabilize the fiscal situation, and introduce growth-enabling reforms in the poorest, though major states, reinforcing recent initiatives by the Government to accelerate economic growth, and improve public service delivery to reduce poverty. Benefits would include: a) more rapid economic growth; b) improved fiscal performance, and contribution to reduction of public sector borrowing in India; and, c) enhanced quality of governance and service delivery. Notwithstanding, the Orissa program entails significant risks. First, implementation of the reform program may be slower than planned, because of institutional capacity constraints. Second, opposition by powerful interests could slow down the pace of reform. Third, non-adherence to the targets set in the Medium-Term Fiscal Reform Framework (MTFRF), could derail Orissa's adjustment path. However, several factors contribute to a mitigation of these risks. The Government has already implemented up-front actions, laying the foundation for subsequent reforms. To help alleviate capacity constraints, and in close cooperation with other donors, the Bank will seek to ensure that significant technical assistance is available, to follow through on the reform measures supported by the proposed operation, while close attention is also being paid to sequencing reforms.""}"
311,P077977,South Asia,PE,Specific Investment Loan,N,Closed,Rural Roads Project,"399,500,000",,,82602,639291,2004-09-23T00:00:00Z,3/31/2012 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P077977,"300,000,000","99,500,000","708,560,000",Closed,L,Y,SIL,"{'cdata!': 'The development objective of the Rural Roads Project is to achieve broader, and more sustainable access to markets, and social services by the rural population in participating districts. To this end, the project components will: 1) provide access to eligible habitations in participating districts, through the construction, and upgrade of rural roads that form part of the core rural road network in participating districts, and in addition, the necessary environmental and social management measures, resettlement of project affected persons, and technical review of the rural road agency designs and supervision will be implemented; 2) implement annual periodic, and routine maintenance programs of the remaining core rural network in participating districts; and, 3) support the institutional development, providing technical assistance (TA) and goods for the program implementation, including assistance in planning, procurement, and supervision. Local contractors will be provided with training in planning, technical and environmental areas, while capacity building in program management will be provided to the Ministry of Rural Development (MORD), particularly in the areas of environmental, social, financial and procurement management, as well as in poverty impact assessment.'}"
312,P085345,South Asia,MT,Specific Investment Loan,N,Closed,CTC Sector Phaseout Project - ODS IV,0,,,82602,639291,2004-09-21T00:00:00Z,3/31/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P085345,0,0,"50,000,000",Closed,L,Y,SIL,
313,P073370,South Asia,PE,Specific Investment Loan,N,Closed,IN Madhya Pradesh Water Sector Restructuring Project,"394,020,000",Department of Economic Affairs,Madhya Pradesh Water Resources Department,82602,639291,2004-09-07T00:00:00Z,6/30/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P073370,0,"394,020,000","443,190,000",Closed,L,Y,SIL,"{'cdata!': 'The Madhya Pradesh Water Sector Restructuring Project for India aims to improve productivity of water for sustainable growth, and poverty reduction in selected focus river basins (Chambal, Sindh, Betwa, Ken and Tons) of Madhya Pradesh. The project has the following four components: Component 1) will support the establishment and operationalization of the proposed planning, allocation and regulatory institutions and instruments at the state and basin-levels. Component 2) will support measures related to delivering reliable irrigation services at rationalized cost by financially viable entities. Component 3) will operationalize the concepts and provide the necessary investments in five basins (Chambal, Sindh, Betwa, Ken, and Tons) for (i) reliable delivery of water measured and supplied on an appropriate volumetric basis in the irrigation systems of these basins to improve system performance, cost recovery and accountability of the service provider; (ii) an outcome-oriented approach with integrated sustainable agricultural intensification and diversification; and (iii) improved operation and management of the irrigation and drainage schemes. Component 4) The project activities would be coordinated by a multi-disciplinary Project Implementation Coordination Unit (PICU). Support would be provided to assist the PICU with its role in facilitating and guiding the implementation and monitoring of all project activities, ensuring synergy and coordination amongst activities and agencies implementing these activities, preparing consolidated reports and facilitating training.'}"
314,P084632,South Asia,PE,Specific Investment Loan,N,Closed,Hydrology Project Phase II,"104,980,000",,,82602,639291,2004-08-24T00:00:00Z,5/31/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P084632,0,"104,980,000","135,050,000",Closed,L,Y,SIL,"{'cdata!': 'The Second Hydrology Project (Phase 2) for India aims to extend and promote the sustained and effective use of the Hydrological Information System by all potential users concerned with water resources planning and management, both public and private, thereby contributing to improved productivity and cost-effectiveness of water-related investments in the 13 States and eight Central agencies. The project has three main components: 1) Institutional strengthening consisting of consolidation of recently concluded Hydrology Project (HP I) activities in the existing States; Awareness raising, dissemination and knowledge sharing; and implementation support; 2) Vertical Extension comprising development of hydrological design aids; development of decision support systems; and implementation of purpose-driven studies; and 3) Horizontal Expansion supporting upgrading/establishment of data collection network; establishment of data processing and management systems; purpose-driven studies; and training.'}"
315,P073651,South Asia,PE,Specific Investment Loan,N,Closed,IN: Integrated Disease Surveillance Project,"68,000,000",,,82602,639291,2004-07-08T00:00:00Z,3/31/2012 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P073651,"68,000,000",0,"88,640,000",Closed,L,Y,SIL,"{'cdata!': ""The development objective of the Integrated Disease Surveillance Project is to improve the information available to government health services, and private health care providers, on a set of high-priority diseases, and risk factors, with a view to improving the grassroots responses to such diseases, and risk factors. The project four components will: 1) establish and operate a central-level disease surveillance unit, under the Ministry of Health and Family Welfare (MOHFW) to help coordinate, and decentralize disease surveillance activities, and, thus complement the states' disease surveillance efforts. This component will address constraints due to lack of coordination, and update diseases' incidence, through appropriate processes, and institutional arrangements at the central level; 2) integrate and strengthen disease surveillance at the state and district levels, addressing coordination constraints at the sub-national levels, the limited use of modern technology and data management techniques, and, the need to include stakeholder participation, including communities' involvement, and the private sector; 3) improve laboratory support, upgrading laboratories at the state level, to improve laboratory surveillance activities. Support includes diagnosis, monitoring drug resistance, and changes in disease agents. In addition, a quality assurance system for assessing, and improving the quality of laboratory data will be introduced; and, 4) provide training for disease surveillance and action, to support the changes envisaged under the first three components, a coordinated training effort to reorient health staff towards an integrated surveillance system, and provide the new skills needed. Training programs will include representatives from the private sector, nongovernmental organizations, and community groups.""}"
316,P078550,South Asia,PE,Specific Investment Loan,N,Closed,Uttaranchal Decentralized Watershed Development Project,"69,620,000",,,82602,639291,2004-05-20T00:00:00Z,3/31/2012 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P078550,"69,620,000",0,"89,350,000",Closed,L,Y,SIL,
317,P055459,South Asia,PE,Specific Investment Loan,N,Closed,ELEMENTARY EDUCATION PROJECT,"500,000,000",,,82602,639291,2004-04-20T00:00:00Z,12/31/2007 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P055459,"500,000,000",0,"3,500,000,000",Closed,L,Y,SIL,
318,P082510,South Asia,PE,Specific Investment Loan,N,Closed,Karnataka Urban Water Sector Improvement Project,"39,500,000",,,82602,639291,2004-04-08T00:00:00Z,3/31/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P082510,0,"39,500,000","51,530,000",Closed,L,Y,SIL,"{'cdata!': ""The long-term vision for the urban water sector in the State of Karnataka, is to turn its performance into high quality, sustainable services in all urban local bodies; the strategy to achieve this vision is to implement a phased program towards full service coverage, and quality service provision in a sustainable manner. The Karnataka Urban Water sector Improvement Project components will: a) assist the State Government in finalizing its policy reform agenda, and carry out initial implementation steps of staged sector reforms; and, to prepare business model, and private sector participation processes for service provision in Karnataka. The second component will improve the service provision, and attain continuous service in selected demonstration zones; generate credibility in the overall program and learn lessons on the challenges faced in the demonstration zones for scaling up continuous service provision; and, simultaneously improve the efficiency of bulk supply operations, and distribution networks, attaining initial improvements in water service provision to all State residents. The third component will finance the project's incremental operational costs, and studies related to project management and implementation, including incremental, short term consultants for the Karnataka Urban Infrastructure Development and Finance Corporation (KUIDFC); the preparation and establishment of a monitoring and evaluation system; the costs related to the financial management systems within KUIDFC; staff training within KUIDFC Project Management Unit; and, the incremental operating cost at KUIDFC, including supervision costs.""}"
319,P050655,South Asia,PE,Specific Investment Loan,N,Closed,India: Rajasthan Health Systems Development Project,"89,000,000",,,82602,639291,2004-03-11T00:00:00Z,9/30/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P050655,"89,000,000",0,"105,980,000",Closed,L,Y,SIL,"{'cdata!': ""The Rajasthan Health Systems Development Project for India will assist Rajasthan in improving the health status of it s population, in particular the poor and underserved population. Specifically, the project will increase access to and improve the quality of health care. The project has three main components, one of which mainly focuses on the poor and tribal population. Component 1 improves the state's institutional capacity for health policy development and planning by establishing a Strategic Planning Cell  that focuses on designing and implementing strategies for public-private partnership, and developing contracting mechanisms and carrying out a diagnostic assessment, and designing a regulatory framework. The component also improves the health management information system, and supports a variety of training activities on health management, clinical aspects, waste management, equipment maintenance and behavior change communication. Component 2 physically renovates and upgrades district hospitals and health centers, implements a health care waste management system, establishes an institutional framework, trains staff and workers, improves the quality of clinical services, and strengthens the current referral system. Component 3 supports interventions to improve access to health care among disadvantaged  populations, especially the tribal population and these households below the poverty line. Specifically, it carries out information, education, and communication campaigns; targets a new strategy aimed at improving health services for tribal and poor populations that focuses on improved service delivery, health camps, non-financial incentives to recruit medical personnel, and incorporates tribal medicine; and uses innovative mechanisms to reduce financial barriers to health care.""}"
320,P075191,South Asia,PE,Structural Adjustment Loan,N,Closed,Andhra Pradesh Economic Reform Program II,"220,000,000",,,82602,639293,2004-02-10T00:00:00Z,8/15/2004 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P075191,"110,000,000","110,000,000","220,000,000",Closed,L,Y,SAL,"{'cdata!': 'Andhra Pradesh (AP) is likely to achieve some of the Millennium Development Goals (MDG) targets. Halving the proportion of people suffering from extreme poverty and hunger is possible by 2015 if AP is able to sustain the achievements of the 1990s. Although poverty has declined in AP, the reduction is smaller than in other Indian states, particularly when compared with the other Southern states of Kerala and Tamil Nadu, and the pace of poverty reduction has been relatively slower in rural areas. In order to meet its poverty reduction goals, the challenge for AP is to improve the access of the poor to credit and social services (particularly, health and education), especially in rural areas. The goal of universal primary enrollment by 2015 is likely to be met, but achieving the targeted completion and retention rates will be a challenge. There has been progress towards gender equality in the labor market and in education, but targeted interventions are clearly necessary in order to eliminate the gender gap in education. Despite its recent efforts in improving school enrollments, the state continues to lag behind other states in literacy and education outcomes. Moreover, there are significant disparities across location, gender, income group and social category. The state is making efforts to address these problems. In the health sector, the challenges are even bigger. The state is on track to achieve its target of reducing maternal mortality to three-quarters of its 1990 level by 2015, and the goal of halving the proportion of people without access to safe drinking water is also likely to met. Despite the very clear emphasis on health outcomes in Vision 2020 , however, the sector lacks a clear focus on outcomes and would benefit from a more focused strategy. The major health status indicators are worse in AP than in comparator southern states, and in some cases improvement seems to have stalled. Meeting the goal of reducing child mortality rates to two-thirds of the 1990 level by 2015 is unlikely given the rate of progress to date. Though numerical targets are unclear, progress towards combating HIV/AIDS and other diseases like tuberculosis has also been slow in the 1990s.'}"
321,P081991,South Asia,PE,Specific Investment Loan,Y,Closed,India Immunization Strengthening Project  - Supplement,"83,410,000",,,82602,639291,2003-12-16T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P081991,"83,410,000",0,"83,410,000",Closed,L,Y,SIL,"{'cdata!': ""The supplemental credit is consistent with the original project development objective, i.e., to eradicate poliomyelitis from India, through intensified supplemental activities, and fully meets the requirements for supplemental financing. Most importantly among the rationale for a Supplemental Credit, is that processing a free standing project runs the risk of a prolonged, and highly detrimental delay in providing immunization to the needy children. The Reproductive and Child Health Project, which will include immunization, and will be supported by the International Development Association (IDA), is expected to be processed for approval by the end of 2004, but the Government needs the additional funds by December 2003. The human, and financial costs of delay can be very high, in the form of increasing polio incidence; additionally, supplemental financing avoids the risk of disruption, and loss of momentum in India's implementation of the final phase of the polio eradication effort. Supply of additional polio vaccine under the proposed supplemental credit, will assist in the achievement of the original project objective of polio eradication.""}"
322,P073776,South Asia,PE,Specific Investment Loan,N,Closed,Allahabad Bypass Project,"240,000,000",,,82602,639291,2003-10-14T00:00:00Z,6/30/2009 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P073776,0,"240,000,000","320,200,000",Closed,L,Y,SIL,
323,P073369,South Asia,PE,Specific Investment Loan,N,Closed,"Maharashtra Rural Water Supply and Sanitation ""Jalswarajya"" Project","181,000,000",,,82602,639291,2003-08-26T00:00:00Z,9/30/2009 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P073369,"181,000,000",0,"268,600,000",Closed,L,Y,SIL,"{'cdata!': ""The development objectives of the proposed project are to: (i) increase rural households' access to improved and sustainable drinking water supply and sanitation services; and (ii) institutionalize decentralization of Rural Water Supply and Sanitation (RWSS) service delivery to rural local governments and communities. The project has the following components. Component A: Community Development & Infrastructure Building. This component consists of the following three sub-components : (i) Community Development; (ii) Community Infrastructure; and (iii) Tribal Development Program. This component will consist of the following sub-components. A1: Community Development. A2: Community Infrastructure. A3: Tribal Development Program. Component B: Institutional strengthening. This component consists of the following four sub-components: (i) Capacity building; (ii) IEC including Sanitation and Hygiene Promotion (SHP); (iii) Monitoring and Learning; and (iv) Project Management.  B1: Capacity building. B2: IEC including sanitation, and hygiene promotion. B3: Monitoring and Learning. B4: Project Management. C: Sector Development and Strengthening. C1: Knowledge Management for Policy Support. C2: Water Quality Monitoring. Component D: Pilot Component. Piloting New Initiatives: The project will support implementation of three pilots, which seem fundamental to improve decentralization and governance of district and village-level institutions; to introduce aquifer-based supply and demand management of water to enhance sustainability of water sources with reference to communities' broad-based priorities for diverse usages of water; and to develop and scale up a model for O&M of water supply facilities that would expand beyond the proposed project. D1: Local Government Incentive Fund. D2: Groundwater Aquifer Management Pilot. D3: O&M Pilot Fund.""}"
324,P079865,South Asia,GE,Specific Investment Loan,N,Closed,GEF Biosafety Project,0,,,82602,639291,2003-07-23T00:00:00Z,6/30/2007 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P079865,0,0,"3,070,000",Closed,L,Y,SIL,
325,P050649,South Asia,PE,Specific Investment Loan,N,Closed,Tamil Nadu Road Sector Project,"348,000,000",,,82602,639291,2003-06-17T00:00:00Z,3/31/2012 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P050649,0,"348,000,000","450,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Tamil Nadu Road Sector Project seeks to improve the quality, and sustainability of the state's core road network, which refers to the state highways and major district roads being managed by the Highways Department (HD) of Tamil Nadu. The three project components will address: 1) road upgrading, aimed at improving the capacity of the state road network, and includes as well construction of bridges, and state roads. Appropriate environmental mitigation, and resettlement plans will be developed; 2) road maintenance, and safety works component, through periodic road maintenance, and safety related works, implemented through a mix of conventional maintenance, and performance-based maintenance contracts, supervised with periodic technical reviews by an independent consultant; and, 3) institutional strengthening, and policy development, utilizing the services of experts, and consultants, to support the development, and use of a maintenance management system. Capacity building of agencies concerned in road safety will be supported through technical assistance, and training services.""}"
326,P075056,South Asia,PE,Specific Investment Loan,N,Closed,Food and Drugs Capacity Building Project,"54,030,000",,,82602,639291,2003-06-05T00:00:00Z,6/30/2008 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P075056,"54,030,000",0,"72,920,000",Closed,L,Y,SIL,"{'cdata!': ""The Food and Drugs Capacity Building Project will improve the quality and safety of foods and drugs in India, by strengthening the regulatory framework and incorporating components of consumer education and public-private partnerships. Project components will: 1) implement policy development, and strengthen the central government food and drug directorates; and, improve program coordination and monitoring. Activities shall include: a) Policy studies and reviews to underpin the formulation of policy and institutional reforms, as well as workshops, and consultations with stakeholders. b) Monitoring activities, i.e., the implementation of household surveys to assess knowledge on the quality, and safety of foods and drugs, and, independent audits on public and private laboratories. c) The establishment, and operation of a computerized management information system to enhance information flows and coordination between the Central and State regulatory agencies. 2) strengthen the government's regulatory capacity for food safety at the Central and State levels, to upgrade related skills in the private sector. Specific activities include: i) a consumer awareness program, and knowledge of food safety issues, and, training provision to food inspectors and analysts in public sector laboratories. ii) private sector staff training, in advocacy and other skills for consumer organizations in the country. iii) development and dissemination of Hazard Analysis Critical Control Point (HACCP) standards, and, construction of laboratories. 3) strengthen the government's regulatory capacity for ensuring drugs quality at the Central and State levels, and upgrade related skills in the private sector. Consumer awareness will be improved regarding the rational use of drugs, supported by professionals, agencies, and NGOs. In addition, training will be provided to regulatory, and qualified staff, and industry personnel, while pharmaceutical standards will be updated. Civil works, equipment and furniture, laboratory supplies, and technical assistance, will be financed.""}"
327,P076467,South Asia,PE,Specific Investment Loan,N,Closed,Chhattisgarh District Rural Poverty Reduction Project,"112,560,000",,,82602,639291,2003-04-24T00:00:00Z,3/31/2010 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P076467,"112,560,000",0,"129,350,000",Closed,L,Y,SIL,"{'cdata!': 'The development objective of the Chhattisgarh District Rural Poverty Project is to improve opportunities for the poor and vulnerable, especially women and tribals, to meet their own social and economic development objectives. To achive this, the project creates infrastructure and income opportunities for the rural poor; empowers active groups of disadavanteged people; and supports village governments in becoming more responsive and effective in assisting them. There are two main project components. Component 1 focuses on six main activities: 1) human resource development for project stakeholders to build skills and change behavior through orientation, reward, and performance appraisal, and supply-driven and demand-driven training; 2) strengthening of ""panchayats"" to develop training programs; 3) formation and strengthening of organizations to recruit and build the capacity of nongovernmental organizations and project facilitation teams; 4) communication and information to ensure that the project and its rules are disseminated to all target beneficiaries appropriately; 5) monitoring and learning and special studies to support information gathering; and 6) project administration. Component 2 comprises community investments, including matching grants for community invrstments, matching grants for ""panchayat plans, village funds that are entirely financed by community contributions and that finance operation and maintenance of village infrastructure, and innovation funds.'}"
328,P071272,South Asia,PE,Specific Investment Loan,N,Closed,Andhra Pradesh Rural Poverty Reduction Project,"150,030,000",,,82602,639291,2003-02-20T00:00:00Z,9/30/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P071272,"150,030,000",0,"276,090,000",Closed,L,Y,SIL,"{'cdata!': ""The Andhra Pradesh Rural Poverty Reduction Project development objective is to enable the rural poor, particularly the poorest of the poor, in Andhra Pradesh to improve their livelihoods and quality of life. The project supports the Government of Andhra Pradesh's ongoing long-term Rural Poverty Reduction Program, which aims to eradicate poverty; promote human capital development; focus on the welfare of children, particularly girls, women, the old, and the infirm; and build an equitable society in which people participate in making decisions which affect their lives and livelihoods. The project components are: 1) institution and human capital development; 2) establishing of the Community Investment Fund (CIF) designed to transfer financial and technical resources to Community Based Organizations (CBOs) and local governments to support subprojects in a) social development, b) community-level infrastructure, c) income-generation and livelihood improvements, and c) land purchases and development, and water resource management; 3) support to pilot programs; 4) educational support for out-of-school children and dropouts; 5) support to persons with disabilities; and 6) support activities for project management to the main implementing agency, SERP. The project strongly contributes to the Bank's Country Assistance Strategy (CAS) objectives and main goal, to assist the pro-poor rural development sector.""}"
329,P067606,South Asia,PE,Specific Investment Loan,N,Closed,India: Uttar Pradesh State Roads Project,"488,000,000",,,82602,639291,2002-12-19T00:00:00Z,12/31/2010 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P067606,0,"488,000,000","614,840,000",Closed,L,Y,SIL,"{'cdata!': 'The development objective of the Uttar Pradesh State Roads Project is to improve the performance of the core road system in the State, consistent with the Country Assistance Strategy (CAS) of providing high quality infrastructure, to promote private sector led growth. The project components will: 1) upgrade, and widen priority state highways, which includes the construction of four new bypasses, and major bridges. Civil works will be procured in two phases, and, supervision of civil works, and project management support entails consulting contracts. This component will also support land acquisition costs, and cash compensation, funded entirely by the Government of Uttar Pradesh, while other costs of resettlement, and rehabilitation will be eligible for Bank financing; 2) help reduce the periodic maintenance backlog of the State, by funding the overlaying, resealing, and minor rehabilitation of state highways and major district roads. Civil works will be implemented in two phases, and rehabilitation contracts will be supervised, with assistance from technical review consultants; 3) finance consultant services, and technical assistance and training programs to facilitate implementation of the institutional development strategy action plan. Moreover, it will fund techno-economic feasibility, and detailed engineering studies for future road investment projects; and, 4) finance civil works to implement engineering, and traffic management measures, thus enhance safety at priority locations, which includes training, studies, and procurement of hardware and software for accident analysis, and accident management system. Further civil works will improve road transport operations, through the construction of offside trade assistant centers at selected border crossings.'}"
330,P081026,South Asia,RE,Technical Assistance Loan,N,Closed,CGAP - Friends of Women's World Banking,0,,,82602,639291,2002-11-27T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P081026,0,0,"1,000,000",Closed,L,Y,TAL,
331,P072123,South Asia,PE,Specific Investment Loan,N,Closed,Technical/Engineering Education Quality Improvement Project,"250,000,000",,,82602,639291,2002-11-14T00:00:00Z,3/31/2009 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P072123,"250,000,000",0,"314,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Technical/Engineering Education Quality Improvement Project for India supports the production of high quality technical professionals through reforms in the technical/engineering education system in order to raise productivity and competitiveness of the Indian economy. There are two project components. The first component, Institutional Development, comprises three sub-components: 1) promoting academic excellence; 2) networking institutions for quality enhancement and resource sharing; and 3) enhancing quality and reach of services to the community and the economy. Under this component, qualifying institutions, based on their capabilities, will be first selected either as lead institutions or as network institutions, and then be required to compete through specific sub-projects. The second component, System Management Capacity Improvement, supports 1) developing a modern management style through training of policy planners, managers, and administrators from the central and participating state governments. 2) conducting studies at the State and national levels, the findings of which would be used for improving policy and decisionmaking processes, and implementing reforms; 3) enhancing performance and the quality and efficiency of State audits of institutions; and 4) establishing structures and facilities for program management at the central and State levels.'}"
332,P078676,South Asia,PE,Specific Investment Loan,Y,Closed,Reproductive Health I (Supplement),"12,000,000",,,82602,639291,2002-09-05T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P078676,"12,000,000",0,"12,000,000",Closed,L,Y,SIL,
333,P073094,South Asia,PE,Specific Investment Loan,N,Closed,ANDHRA PRADESH COMMUNITY FOREST MANAGEMENT PROJECT,"108,000,000",,,82602,639291,2002-07-16T00:00:00Z,3/31/2010 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P073094,"108,000,000",0,"126,910,000",Closed,L,Y,SIL,
334,P050668,South Asia,PE,Specific Investment Loan,N,Closed,Mumbai Urban Transport Project,"542,000,000",,,82602,639291,2002-06-18T00:00:00Z,6/15/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P050668,"79,000,000","463,000,000","945,000,000",Closed,L,Y,SIL,
335,P074018,South Asia,PE,Emergency Recovery Loan,N,Closed,Gujarat Emergency Earthquake Reconstruction Project,"442,800,000",,,82602,639291,2002-05-02T00:00:00Z,10/31/2008 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P074018,"442,800,000",0,"503,700,000",Closed,L,Y,ERL,
